episode_id,suite,progress_raw,metric_source,progress_norm,label
rollout_000062,goal,-0.8261134624481201,negative_eef_displacement_fallback,0.5505387223203504,0
rollout_000063,object,-0.49048060178756714,negative_eef_displacement_fallback,0.9618751063781671,1
rollout_000064,object,-0.5060612559318542,negative_eef_displacement_fallback,0.9229838436112993,1
rollout_000065,long,-0.5983739495277405,negative_eef_displacement_fallback,0.6618316466590287,-1
rollout_000066,object,-0.49375301599502563,negative_eef_displacement_fallback,0.9537067509518986,1
rollout_000067,spatial,-0.5318624377250671,negative_eef_displacement_fallback,0.8226791062710286,-1
rollout_000068,spatial,-0.5560977458953857,negative_eef_displacement_fallback,0.7908868603463353,-1
rollout_000069,object,-0.49499279260635376,negative_eef_displacement_fallback,0.9506121133637163,1
rollout_000070,spatial,-0.49772128462791443,negative_eef_displacement_fallback,0.8674659902581948,-1
rollout_000071,long,-0.6720660328865051,negative_eef_displacement_fallback,0.585858531236701,0
rollout_000072,object,-0.5031259059906006,negative_eef_displacement_fallback,0.9303108444432806,1
rollout_000073,spatial,-0.4937809705734253,negative_eef_displacement_fallback,0.8726349541748273,-1
rollout_000074,spatial,-0.5102348327636719,negative_eef_displacement_fallback,0.8510505274579437,-1
rollout_000075,goal,-0.996146023273468,negative_eef_displacement_fallback,0.3270783229963545,0
rollout_000076,spatial,-0.4950200319290161,negative_eef_displacement_fallback,0.8710095346399945,-1
rollout_000077,goal,-0.4981062412261963,negative_eef_displacement_fallback,0.9816127723706426,1
rollout_000078,spatial,-0.49471813440322876,negative_eef_displacement_fallback,0.8714055684067796,-1
rollout_000079,goal,-0.9653041362762451,negative_eef_displacement_fallback,0.3676113853160132,0
rollout_000080,long,-0.756812334060669,negative_eef_displacement_fallback,0.49848903064360456,0
rollout_000081,spatial,-0.494299054145813,negative_eef_displacement_fallback,0.8719553242634954,-1
rollout_000082,long,-0.5208227634429932,negative_eef_displacement_fallback,0.7417833177614874,-1
rollout_000083,long,-0.31263354420661926,negative_eef_displacement_fallback,0.9564167337517294,1
rollout_000084,spatial,-0.5251061916351318,negative_eef_displacement_fallback,0.8315420526676431,-1
rollout_000085,long,-0.5386239886283875,negative_eef_displacement_fallback,0.7234310813470998,-1
rollout_000086,long,-0.5428429841995239,negative_eef_displacement_fallback,0.7190814928583097,-1
rollout_000087,long,-0.44669440388679504,negative_eef_displacement_fallback,0.818206213681162,-1
rollout_000088,long,-0.5084447860717773,negative_eef_displacement_fallback,0.7545444375542351,-1
rollout_000089,object,-0.6415494084358215,negative_eef_displacement_fallback,0.5847884577159432,0
rollout_000090,long,-0.49701234698295593,negative_eef_displacement_fallback,0.7663307512919706,-1
rollout_000091,long,-0.49999505281448364,negative_eef_displacement_fallback,0.7632557201070563,-1
rollout_000092,long,-0.5007821917533875,negative_eef_displacement_fallback,0.7624442164185582,-1
rollout_000093,object,-0.5750797986984253,negative_eef_displacement_fallback,0.7507049227352312,-1
rollout_000094,spatial,-0.489419549703598,negative_eef_displacement_fallback,0.8783563324176861,-1
rollout_000095,goal,-1.0975773334503174,negative_eef_displacement_fallback,0.19377514291100287,0
rollout_000096,object,-0.5657365918159485,negative_eef_displacement_fallback,0.7740267364785167,-1
rollout_000097,long,-0.4935459494590759,negative_eef_displacement_fallback,0.76990444614735,-1
rollout_000098,object,-0.5228628516197205,negative_eef_displacement_fallback,0.8810449579426849,-1
rollout_000099,long,-0.7550010085105896,negative_eef_displacement_fallback,0.5003564231613821,0
rollout_000100,goal,-0.9189535975456238,negative_eef_displacement_fallback,0.42852624681872203,0
rollout_000101,object,-0.6317487955093384,negative_eef_displacement_fallback,0.6092520141924841,0
rollout_000102,object,-0.5049560070037842,negative_eef_displacement_fallback,0.9257426832650331,1
rollout_000103,long,-0.3380078971385956,negative_eef_displacement_fallback,0.9302569543534092,1
rollout_000104,spatial,-0.4847586452960968,negative_eef_displacement_fallback,0.8844705777210012,-1
rollout_000105,goal,-1.0420057773590088,negative_eef_displacement_fallback,0.26680846108807293,0
rollout_000106,spatial,-0.5955938696861267,negative_eef_displacement_fallback,0.7390752443436468,-1
rollout_000107,spatial,-0.4927176535129547,negative_eef_displacement_fallback,0.8740298296699037,-1
rollout_000108,long,-0.6896847486495972,negative_eef_displacement_fallback,0.567694453560325,0
rollout_000109,long,-0.3134569525718689,negative_eef_displacement_fallback,0.955567837969149,1
rollout_000110,long,-0.5016040802001953,negative_eef_displacement_fallback,0.7615968876013008,-1
rollout_000111,long,-0.5035578608512878,negative_eef_displacement_fallback,0.7595826304904967,-1
rollout_000112,spatial,-0.5061320662498474,negative_eef_displacement_fallback,0.8564325989819548,-1
rollout_000113,goal,-0.9366691708564758,negative_eef_displacement_fallback,0.40524406447034933,0
rollout_000114,object,-0.7037578225135803,negative_eef_displacement_fallback,0.42950847038015244,0
rollout_000115,goal,-0.8624268770217896,negative_eef_displacement_fallback,0.5028148623604627,0
rollout_000116,spatial,-0.5040318965911865,negative_eef_displacement_fallback,0.8591876334879116,-1
rollout_000117,long,-0.45971763134002686,negative_eef_displacement_fallback,0.804779871021548,-1
rollout_000118,spatial,-0.4975683391094208,negative_eef_displacement_fallback,0.867666626515958,-1
rollout_000119,spatial,-1.1589927673339844,negative_eef_displacement_fallback,0.0,0
rollout_000120,object,-0.49247342348098755,negative_eef_displacement_fallback,0.9569007740164707,1
rollout_000121,spatial,-0.5034017562866211,negative_eef_displacement_fallback,0.8600142611251183,-1
rollout_000122,long,-0.4973658323287964,negative_eef_displacement_fallback,0.7659663243175167,-1
rollout_000123,object,-0.48474234342575073,negative_eef_displacement_fallback,0.9761985174305462,1
rollout_000124,long,-0.9441657662391663,negative_eef_displacement_fallback,0.305336343422511,0
rollout_000125,object,-0.5079748630523682,negative_eef_displacement_fallback,0.9182072407378092,1
rollout_000126,spatial,-0.4984765946865082,negative_eef_displacement_fallback,0.8664751630335749,-1
rollout_000127,long,-0.450941264629364,negative_eef_displacement_fallback,0.8138278974947819,-1
rollout_000128,long,-0.5059521794319153,negative_eef_displacement_fallback,0.7571141992344791,-1
rollout_000129,spatial,-0.501244068145752,negative_eef_displacement_fallback,0.8628447492510055,-1
rollout_000130,goal,-0.934730589389801,negative_eef_displacement_fallback,0.4077917893682306,0
rollout_000131,object,-0.49004116654396057,negative_eef_displacement_fallback,0.9629719917444591,1
rollout_000132,long,-0.4337212145328522,negative_eef_displacement_fallback,0.831580969384355,-1
rollout_000133,goal,-0.6079619526863098,negative_eef_displacement_fallback,0.8372380653631184,-1
rollout_000134,object,-0.5934274792671204,negative_eef_displacement_fallback,0.7049068157012389,-1
rollout_000135,spatial,-0.4842269718647003,negative_eef_displacement_fallback,0.8851680350161093,-1
rollout_000136,object,-0.6033467054367065,negative_eef_displacement_fallback,0.6801471857246748,-1
rollout_000137,spatial,-0.5272535681724548,negative_eef_displacement_fallback,0.8287250914601476,-1
rollout_000138,goal,-1.1500513553619385,negative_eef_displacement_fallback,0.12481266987884403,0
rollout_000139,object,-0.49400320649147034,negative_eef_displacement_fallback,0.9530822441597643,1
rollout_000140,long,-0.5121657848358154,negative_eef_displacement_fallback,0.7507082606448333,-1
rollout_000141,long,-0.5223814845085144,negative_eef_displacement_fallback,0.7401763487354451,-1
rollout_000142,goal,-0.9237110614776611,negative_eef_displacement_fallback,0.42227388677155103,0
rollout_000143,goal,-0.5318428874015808,negative_eef_displacement_fallback,0.9372753561157207,1
rollout_000144,object,-0.48835402727127075,negative_eef_displacement_fallback,0.9671833025258194,1
rollout_000145,long,-0.49955102801322937,negative_eef_displacement_fallback,0.7637134890550699,-1
rollout_000146,spatial,-0.4977947771549225,negative_eef_displacement_fallback,0.8673695816432994,-1
rollout_000147,long,-0.45084401965141296,negative_eef_displacement_fallback,0.8139281525506493,-1
rollout_000148,spatial,-0.4976608455181122,negative_eef_displacement_fallback,0.8675452752018316,-1
rollout_000149,object,-0.4907127022743225,negative_eef_displacement_fallback,0.9612957545143026,1
rollout_000150,spatial,-0.503752589225769,negative_eef_displacement_fallback,0.8595540331386825,-1
rollout_000151,goal,-0.495802640914917,negative_eef_displacement_fallback,0.9846402127793659,1
rollout_000152,goal,-0.4984811842441559,negative_eef_displacement_fallback,0.9811200143005983,1
rollout_000153,long,-0.5076812505722046,negative_eef_displacement_fallback,0.75533160719301,-1
rollout_000154,object,-0.5440914034843445,negative_eef_displacement_fallback,0.8280558355938074,-1
rollout_000155,long,-0.882426381111145,negative_eef_displacement_fallback,0.3689867820944532,0
rollout_000156,long,-0.5031551718711853,negative_eef_displacement_fallback,0.7599977841266843,-1
rollout_000157,long,-0.4825752377510071,negative_eef_displacement_fallback,0.7812147403997796,-1
rollout_000158,object,-0.5290847420692444,negative_eef_displacement_fallback,0.8655143406696082,-1
rollout_000159,spatial,-0.49873676896095276,negative_eef_displacement_fallback,0.8661338624625943,-1
rollout_000160,long,-0.5009667277336121,negative_eef_displacement_fallback,0.7622539683934492,-1
rollout_000161,object,-0.497024267911911,negative_eef_displacement_fallback,0.9455412967483691,1
rollout_000162,goal,-0.9047756195068359,negative_eef_displacement_fallback,0.4471592463970126,0
rollout_000163,object,-0.5236697196960449,negative_eef_displacement_fallback,0.8790309142392607,-1
rollout_000164,goal,-0.9731661677360535,negative_eef_displacement_fallback,0.3572789367486404,0
rollout_000165,goal,-1.1647894382476807,negative_eef_displacement_fallback,0.10544356862593192,0
rollout_000166,object,-0.49057650566101074,negative_eef_displacement_fallback,0.9616357183070428,1
rollout_000167,spatial,-1.1270694732666016,negative_eef_displacement_fallback,0.04187746277390104,0
rollout_000168,goal,-0.8884409666061401,negative_eef_displacement_fallback,0.46862659384088057,0
rollout_000169,object,-0.5667125582695007,negative_eef_displacement_fallback,0.7715906020617428,-1
rollout_000170,object,-0.5288569927215576,negative_eef_displacement_fallback,0.8660828315457834,-1
rollout_000171,object,-0.49206939339637756,negative_eef_displacement_fallback,0.9579092836747155,1
rollout_000172,spatial,-0.5027856826782227,negative_eef_displacement_fallback,0.8608224358563108,-1
rollout_000173,spatial,-0.49426981806755066,negative_eef_displacement_fallback,0.8719936765956985,-1
rollout_000174,long,-0.4615478813648224,negative_eef_displacement_fallback,0.8028929682492576,-1
rollout_000175,long,-0.4998316764831543,negative_eef_displacement_fallback,0.7634241535168832,-1
rollout_000176,object,-0.5355861783027649,negative_eef_displacement_fallback,0.8492859421326576,-1
rollout_000177,goal,-1.181763768196106,negative_eef_displacement_fallback,0.08313554403275696,0
rollout_000178,goal,-0.49175429344177246,negative_eef_displacement_fallback,0.9899606369296577,1
rollout_000179,goal,-0.9266998171806335,negative_eef_displacement_fallback,0.41834600060888777,0
rollout_000180,spatial,-0.4171261787414551,negative_eef_displacement_fallback,0.9731918761706795,1
rollout_000181,goal,-0.9889858365058899,negative_eef_displacement_fallback,0.3364883923768944,0
rollout_000182,goal,-1.1884645223617554,negative_eef_displacement_fallback,0.07432927072628137,0
rollout_000183,object,-0.6179772615432739,negative_eef_displacement_fallback,0.6436274865710583,-1
rollout_000184,spatial,-0.49779337644577026,negative_eef_displacement_fallback,0.8673714191148727,-1
rollout_000185,spatial,-0.4856775104999542,negative_eef_displacement_fallback,0.8832651963688277,-1
rollout_000186,spatial,-0.4982834458351135,negative_eef_displacement_fallback,0.8667285386350096,-1
rollout_000187,goal,-1.179497241973877,negative_eef_displacement_fallback,0.08611426088698254,0
rollout_000188,goal,-1.0639925003051758,negative_eef_displacement_fallback,0.23791304326028886,0
rollout_000189,long,-0.5020326972007751,negative_eef_displacement_fallback,0.76115500338019,-1
rollout_000190,goal,-0.9776811599731445,negative_eef_displacement_fallback,0.35134523814792684,0
rollout_000191,object,-0.4944140911102295,negative_eef_displacement_fallback,0.9520566247263924,1
rollout_000192,goal,-0.9571452736854553,negative_eef_displacement_fallback,0.37833393565412293,0
rollout_000193,goal,-0.4900510013103485,negative_eef_displacement_fallback,0.9921991395905945,1
rollout_000194,long,-0.45643091201782227,negative_eef_displacement_fallback,0.8081683259958902,-1
rollout_000195,goal,-0.9299604892730713,negative_eef_displacement_fallback,0.414060756157449,0
rollout_000196,long,-0.49623775482177734,negative_eef_displacement_fallback,0.7671293198353507,-1
rollout_000197,spatial,-0.48518404364585876,negative_eef_displacement_fallback,0.883912533694635,-1
rollout_000198,goal,-0.9804161190986633,negative_eef_displacement_fallback,0.34775089683261257,0
rollout_000199,object,-0.5063024759292603,negative_eef_displacement_fallback,0.9223817283074832,1
rollout_000200,object,-0.5132170915603638,negative_eef_displacement_fallback,0.9051219822820096,1
rollout_000201,long,-0.5907427668571472,negative_eef_displacement_fallback,0.6696990415733414,-1
rollout_000202,spatial,-0.9968076348304749,negative_eef_displacement_fallback,0.21275692397406631,0
rollout_000203,long,-0.5149552822113037,negative_eef_displacement_fallback,0.7478324184048127,-1
rollout_000204,object,-0.5249808430671692,negative_eef_displacement_fallback,0.8757581862091046,-1
rollout_000205,object,-0.4989800453186035,negative_eef_displacement_fallback,0.9406594315626848,1
rollout_000206,spatial,-0.6723288297653198,negative_eef_displacement_fallback,0.6384131564215703,-1
rollout_000207,goal,-0.6845182180404663,negative_eef_displacement_fallback,0.7366261970024126,-1
rollout_000208,long,-0.5576716661453247,negative_eef_displacement_fallback,0.703793810468539,-1
rollout_000209,goal,-0.49854618310928345,negative_eef_displacement_fallback,0.9810345914128495,1
rollout_000210,goal,-0.49843505024909973,negative_eef_displacement_fallback,0.9811806445758092,1
rollout_000211,spatial,-0.4978210926055908,negative_eef_displacement_fallback,0.8673350606348026,-1
rollout_000212,spatial,-0.5370006561279297,negative_eef_displacement_fallback,0.8159387132077105,-1
rollout_000213,goal,-0.9741454124450684,negative_eef_displacement_fallback,0.35599199257365294,0
rollout_000214,spatial,-0.4859292805194855,negative_eef_displacement_fallback,0.8829349206272877,-1
rollout_000215,long,-0.7738686203956604,negative_eef_displacement_fallback,0.4809047915863917,0
rollout_000216,goal,-0.4996509850025177,negative_eef_displacement_fallback,0.9795826373221879,1
rollout_000217,goal,-0.5625162720680237,negative_eef_displacement_fallback,0.8969637431345907,1
rollout_000218,long,-0.4907664954662323,negative_eef_displacement_fallback,0.772769934126314,-1
rollout_000219,spatial,-0.5003566741943359,negative_eef_displacement_fallback,0.8640088461354865,-1
rollout_000220,object,-0.6325191259384155,negative_eef_displacement_fallback,0.6073291730295193,0
rollout_000221,object,-0.5062467455863953,negative_eef_displacement_fallback,0.9225208382182981,1
rollout_000222,object,-0.5126169919967651,negative_eef_displacement_fallback,0.9066199058992124,1
rollout_000223,spatial,-0.5016370415687561,negative_eef_displacement_fallback,0.8623292407368074,-1
rollout_000224,goal,-0.5837727785110474,negative_eef_displacement_fallback,0.8690279913295573,-1
rollout_000225,spatial,-0.5049635171890259,negative_eef_displacement_fallback,0.857965519415878,-1
rollout_000226,long,-0.4670141637325287,negative_eef_displacement_fallback,0.7972574850016071,-1
rollout_000227,spatial,-0.5533065795898438,negative_eef_displacement_fallback,0.7945483547650936,-1
rollout_000228,long,-0.7671806216239929,negative_eef_displacement_fallback,0.4877998077057025,0
rollout_000229,object,-0.47520697116851807,negative_eef_displacement_fallback,1.0,1
rollout_000230,object,-0.48901817202568054,negative_eef_displacement_fallback,0.9655255140966693,1
rollout_000231,long,-0.4900227189064026,negative_eef_displacement_fallback,0.7735367332158888,-1
rollout_000232,goal,-0.7900651097297668,negative_eef_displacement_fallback,0.5979142323656864,0
rollout_000233,goal,-0.49638479948043823,negative_eef_displacement_fallback,0.9838751276398502,1
rollout_000234,long,-0.7315009832382202,negative_eef_displacement_fallback,0.5245838577930424,0
rollout_000235,object,-0.5124105215072632,negative_eef_displacement_fallback,0.9071352820821674,1
rollout_000236,spatial,-0.6766017079353333,negative_eef_displacement_fallback,0.6328079298392365,0
rollout_000237,goal,-0.496448278427124,negative_eef_displacement_fallback,0.9837917022611685,1
rollout_000238,long,-0.48989638686180115,negative_eef_displacement_fallback,0.7736669756865666,-1
rollout_000239,spatial,-0.5028820037841797,negative_eef_displacement_fallback,0.8606960803642822,-1
rollout_000240,spatial,-0.5008406639099121,negative_eef_displacement_fallback,0.8633739410641549,-1
rollout_000241,spatial,-0.49750667810440063,negative_eef_displacement_fallback,0.867747514360329,-1
rollout_000242,long,-0.45585179328918457,negative_eef_displacement_fallback,0.808765370508797,-1
rollout_000243,long,-0.49739524722099304,negative_eef_displacement_fallback,0.7659359989297934,-1
rollout_000244,goal,-0.4987238049507141,negative_eef_displacement_fallback,0.9808011570199185,1
rollout_000245,spatial,-0.5439047813415527,negative_eef_displacement_fallback,0.8068817767271089,-1
rollout_000246,goal,-0.8244805932044983,negative_eef_displacement_fallback,0.5526846737278481,0
rollout_000247,object,-0.579180896282196,negative_eef_displacement_fallback,0.7404680698864387,-1
rollout_000248,spatial,-0.5134638547897339,negative_eef_displacement_fallback,0.8468146472443575,-1
rollout_000249,long,-0.49179089069366455,negative_eef_displacement_fallback,0.7717138302233629,-1
rollout_000250,spatial,-0.6711850762367249,negative_eef_displacement_fallback,0.6399135496991296,-1
rollout_000251,object,-0.49738961458206177,negative_eef_displacement_fallback,0.9446293457341016,1
rollout_000252,long,-0.522865891456604,negative_eef_displacement_fallback,0.7396769476695338,-1
rollout_000253,spatial,-0.5115660429000854,negative_eef_displacement_fallback,0.8493042257506629,-1
rollout_000254,long,-0.49942919611930847,negative_eef_displacement_fallback,0.7638390920793989,-1
rollout_000255,long,-0.4925723075866699,negative_eef_displacement_fallback,0.7709082256984341,-1
rollout_000256,goal,-1.0341891050338745,negative_eef_displacement_fallback,0.27708129771819057,0
rollout_000257,long,-0.6571493744850159,negative_eef_displacement_fallback,0.6012369132663493,0
rollout_000258,long,-0.30635103583335876,negative_eef_displacement_fallback,0.9628937081026886,1
rollout_000259,goal,-0.878675103187561,negative_eef_displacement_fallback,0.48146109876550414,0
rollout_000260,long,-0.4527892768383026,negative_eef_displacement_fallback,0.8119226827355785,-1
rollout_000261,long,-0.8876304626464844,negative_eef_displacement_fallback,0.36362161572744045,0
rollout_000262,goal,-0.49999693036079407,negative_eef_displacement_fallback,0.9791279885917948,1
rollout_000263,object,-0.49141258001327515,negative_eef_displacement_fallback,0.9595487720835124,1
rollout_000264,object,-0.506924033164978,negative_eef_displacement_fallback,0.9208302436551002,1
rollout_000265,spatial,-0.5800371766090393,negative_eef_displacement_fallback,0.7594827509701753,-1
rollout_000266,long,-0.5434341430664062,negative_eef_displacement_fallback,0.7184720355220592,-1
rollout_000267,object,-0.5167847275733948,negative_eef_displacement_fallback,0.8962167162800552,1
rollout_000268,spatial,-0.5024290680885315,negative_eef_displacement_fallback,0.8612902482998794,-1
rollout_000269,goal,-1.101961374282837,negative_eef_displacement_fallback,0.1880135434248092,0
rollout_000270,spatial,-0.4992126226425171,negative_eef_displacement_fallback,0.8655096303644445,-1
rollout_000271,object,-0.527068555355072,negative_eef_displacement_fallback,0.8705469950473896,-1
rollout_000272,object,-0.5954445004463196,negative_eef_displacement_fallback,0.6998720783943115,-1
rollout_000273,long,-0.5092356204986572,negative_eef_displacement_fallback,0.7537291239892652,-1
rollout_000274,long,-0.4977196753025055,negative_eef_displacement_fallback,0.7656015286453397,-1
rollout_000275,goal,-1.0081226825714111,negative_eef_displacement_fallback,0.31133834321662957,0
rollout_000276,goal,-0.4953845143318176,negative_eef_displacement_fallback,0.9851897236070204,1
rollout_000277,spatial,-0.49967917799949646,negative_eef_displacement_fallback,0.8648975959499312,-1
rollout_000278,goal,-1.096921682357788,negative_eef_displacement_fallback,0.19463681348893588,0
rollout_000279,object,-0.6575818061828613,negative_eef_displacement_fallback,0.5447695863778814,0
rollout_000280,spatial,-0.6911813616752625,negative_eef_displacement_fallback,0.6136821182778888,0
rollout_000281,spatial,-0.5568853616714478,negative_eef_displacement_fallback,0.7898536539901067,-1
rollout_000282,goal,-1.0856465101242065,negative_eef_displacement_fallback,0.20945488408396135,0
rollout_000283,goal,-1.058328628540039,negative_eef_displacement_fallback,0.2453566237146078,0
rollout_000284,long,-0.8166898488998413,negative_eef_displacement_fallback,0.4367580937676351,0
rollout_000285,goal,-0.4926024079322815,negative_eef_displacement_fallback,0.988846026870257,1
rollout_000286,object,-0.4948846995830536,negative_eef_displacement_fallback,0.950881927078436,1
rollout_000287,spatial,-0.4200512170791626,negative_eef_displacement_fallback,0.9693547663836687,1
rollout_000288,long,-0.493034303188324,negative_eef_displacement_fallback,0.7704319296898358,-1
rollout_000289,goal,-1.0400147438049316,negative_eef_displacement_fallback,0.26942511963218885,0
rollout_000290,goal,-0.4978877604007721,negative_eef_displacement_fallback,0.9818999045073166,1
rollout_000291,object,-0.5047478079795837,negative_eef_displacement_fallback,0.9262623740869331,1
rollout_000292,spatial,-0.4977171719074249,negative_eef_displacement_fallback,0.8674713853874956,-1
rollout_000293,spatial,-0.550171434879303,negative_eef_displacement_fallback,0.7986610852881196,-1
rollout_000294,spatial,-0.49857378005981445,negative_eef_displacement_fallback,0.8663476737824903,-1
rollout_000295,long,-0.5031806230545044,negative_eef_displacement_fallback,0.7599715451387251,-1
rollout_000296,long,-0.6632249355316162,negative_eef_displacement_fallback,0.5949732919978122,0
rollout_000297,object,-0.5066328644752502,negative_eef_displacement_fallback,0.9215570371463633,1
rollout_000298,spatial,-0.5343800187110901,negative_eef_displacement_fallback,0.819376505236188,-1
rollout_000299,object,-0.5170890092849731,negative_eef_displacement_fallback,0.895457191045071,1
rollout_000300,goal,-1.1567856073379517,negative_eef_displacement_fallback,0.11596237303920495,0
rollout_000301,long,-0.3846975862979889,negative_eef_displacement_fallback,0.8821220532641009,-1
rollout_000302,goal,-0.49742230772972107,negative_eef_displacement_fallback,0.9825116122839601,1
rollout_000303,long,-0.4522533714771271,negative_eef_displacement_fallback,0.8124751762736133,-1
rollout_000304,goal,-0.5017399787902832,negative_eef_displacement_fallback,0.9768372373603599,1
rollout_000305,spatial,-0.5875630974769592,negative_eef_displacement_fallback,0.7496101334915279,-1
rollout_000306,object,-0.4955349266529083,negative_eef_displacement_fallback,0.9492588789318264,1
rollout_000307,long,-0.8915566802024841,negative_eef_displacement_fallback,0.35957386777461153,0
rollout_000308,object,-0.544522225856781,negative_eef_displacement_fallback,0.826980449031914,-1
