feature_set,rank,feature_idx,feature_value,default_scale,selection_strategy,intervention_direction,is_random_control,trigger_mode,trigger_start_step,allowed_task_specs
top20_high_class_mean,13,1457,0.0063259217123635,1.0,class_mean_set_failure_targeted,set_low_progress_toward_high_progress_mean,0,always,20,"goal:5,long:1,long:6,spatial:1"
top20_high_class_mean,14,8150,0.0002577577114981,1.0,class_mean_set_failure_targeted,set_low_progress_toward_high_progress_mean,0,always,20,"goal:5,long:1,long:6,spatial:1"
top20_high_class_mean,15,13328,0.0008597712774566,1.0,class_mean_set_failure_targeted,set_low_progress_toward_high_progress_mean,0,always,20,"goal:5,long:1,long:6,spatial:1"
top20_high_class_mean,16,15790,0.000369525960283,1.0,class_mean_set_failure_targeted,set_low_progress_toward_high_progress_mean,0,always,20,"goal:5,long:1,long:6,spatial:1"
top20_high_class_mean,17,15872,0.0058430305154206,1.0,class_mean_set_failure_targeted,set_low_progress_toward_high_progress_mean,0,always,20,"goal:5,long:1,long:6,spatial:1"
top20_high_class_mean,18,3212,0.0001550543714653,1.0,class_mean_set_failure_targeted,set_low_progress_toward_high_progress_mean,0,always,20,"goal:5,long:1,long:6,spatial:1"
top20_high_class_mean,19,15030,0.0067757997016875,1.0,class_mean_set_failure_targeted,set_low_progress_toward_high_progress_mean,0,always,20,"goal:5,long:1,long:6,spatial:1"
random20_high_class_mean_00,0,12521,9.287631432998772e-05,1.0,random_class_mean_set_failure_targeted,random_set_to_high_progress_mean,1,always,20,"goal:5,long:1,long:6,spatial:1"
random20_high_class_mean_00,1,11660,1.6262153422529412e-05,1.0,random_class_mean_set_failure_targeted,random_set_to_high_progress_mean,1,always,20,"goal:5,long:1,long:6,spatial:1"
random20_high_class_mean_00,2,3099,0.0062542230085056,1.0,random_class_mean_set_failure_targeted,random_set_to_high_progress_mean,1,always,20,"goal:5,long:1,long:6,spatial:1"
random20_high_class_mean_00,3,15895,0.0001679327000271,1.0,random_class_mean_set_failure_targeted,random_set_to_high_progress_mean,1,always,20,"goal:5,long:1,long:6,spatial:1"
random20_high_class_mean_00,4,13709,0.0,1.0,random_class_mean_set_failure_targeted,random_set_to_high_progress_mean,1,always,20,"goal:5,long:1,long:6,spatial:1"
random20_high_class_mean_00,5,12374,0.0002690966734114,1.0,random_class_mean_set_failure_targeted,random_set_to_high_progress_mean,1,always,20,"goal:5,long:1,long:6,spatial:1"
random20_high_class_mean_00,6,1894,6.906864268177272e-05,1.0,random_class_mean_set_failure_targeted,random_set_to_high_progress_mean,1,always,20,"goal:5,long:1,long:6,spatial:1"
random20_high_class_mean_00,7,1239,9.431427763027756e-05,1.0,random_class_mean_set_failure_targeted,random_set_to_high_progress_mean,1,always,20,"goal:5,long:1,long:6,spatial:1"
random20_high_class_mean_00,8,10555,0.0060449377820393,1.0,random_class_mean_set_failure_targeted,random_set_to_high_progress_mean,1,always,20,"goal:5,long:1,long:6,spatial:1"
random20_high_class_mean_00,9,8216,0.0001262444317998,1.0,random_class_mean_set_failure_targeted,random_set_to_high_progress_mean,1,always,20,"goal:5,long:1,long:6,spatial:1"
random20_high_class_mean_00,10,7002,0.0,1.0,random_class_mean_set_failure_targeted,random_set_to_high_progress_mean,1,always,20,"goal:5,long:1,long:6,spatial:1"
random20_high_class_mean_00,11,1189,7.837033646310588e-05,1.0,random_class_mean_set_failure_targeted,random_set_to_high_progress_mean,1,always,20,"goal:5,long:1,long:6,spatial:1"
random20_high_class_mean_00,12,7285,0.0,1.0,random_class_mean_set_failure_targeted,random_set_to_high_progress_mean,1,always,20,"goal:5,long:1,long:6,spatial:1"
random20_high_class_mean_00,13,13905,0.0001789206006429,1.0,random_class_mean_set_failure_targeted,random_set_to_high_progress_mean,1,always,20,"goal:5,long:1,long:6,spatial:1"
random20_high_class_mean_00,14,1291,0.0006229739392146,1.0,random_class_mean_set_failure_targeted,random_set_to_high_progress_mean,1,always,20,"goal:5,long:1,long:6,spatial:1"
random20_high_class_mean_00,15,12044,9.496018843336684e-05,1.0,random_class_mean_set_failure_targeted,random_set_to_high_progress_mean,1,always,20,"goal:5,long:1,long:6,spatial:1"
random20_high_class_mean_00,16,12797,0.0001687444036796,1.0,random_class_mean_set_failure_targeted,random_set_to_high_progress_mean,1,always,20,"goal:5,long:1,long:6,spatial:1"
random20_high_class_mean_00,17,7070,0.0001355168872816,1.0,random_class_mean_set_failure_targeted,random_set_to_high_progress_mean,1,always,20,"goal:5,long:1,long:6,spatial:1"
random20_high_class_mean_00,18,11330,0.0002966029818523,1.0,random_class_mean_set_failure_targeted,random_set_to_high_progress_mean,1,always,20,"goal:5,long:1,long:6,spatial:1"
random20_high_class_mean_00,19,8466,0.0,1.0,random_class_mean_set_failure_targeted,random_set_to_high_progress_mean,1,always,20,"goal:5,long:1,long:6,spatial:1"
random20_high_class_mean_01,0,10883,8.21622536781631e-05,1.0,random_class_mean_set_failure_targeted,random_set_to_high_progress_mean,1,always,20,"goal:5,long:1,long:6,spatial:1"
random20_high_class_mean_01,1,12281,0.0,1.0,random_class_mean_set_failure_targeted,random_set_to_high_progress_mean,1,always,20,"goal:5,long:1,long:6,spatial:1"
random20_high_class_mean_01,2,963,1.1359248061310694e-05,1.0,random_class_mean_set_failure_targeted,random_set_to_high_progress_mean,1,always,20,"goal:5,long:1,long:6,spatial:1"
random20_high_class_mean_01,3,14495,7.71558196109556e-05,1.0,random_class_mean_set_failure_targeted,random_set_to_high_progress_mean,1,always,20,"goal:5,long:1,long:6,spatial:1"
random20_high_class_mean_01,4,7610,0.0,1.0,random_class_mean_set_failure_targeted,random_set_to_high_progress_mean,1,always,20,"goal:5,long:1,long:6,spatial:1"
random20_high_class_mean_01,5,12667,0.0002080647718101,1.0,random_class_mean_set_failure_targeted,random_set_to_high_progress_mean,1,always,20,"goal:5,long:1,long:6,spatial:1"
random20_high_class_mean_01,6,11333,0.000115959802991,1.0,random_class_mean_set_failure_targeted,random_set_to_high_progress_mean,1,always,20,"goal:5,long:1,long:6,spatial:1"
random20_high_class_mean_01,7,2536,0.0,1.0,random_class_mean_set_failure_targeted,random_set_to_high_progress_mean,1,always,20,"goal:5,long:1,long:6,spatial:1"
random20_high_class_mean_01,8,7188,0.0011452640055673,1.0,random_class_mean_set_failure_targeted,random_set_to_high_progress_mean,1,always,20,"goal:5,long:1,long:6,spatial:1"
random20_high_class_mean_01,9,2990,3.205314104290856e-05,1.0,random_class_mean_set_failure_targeted,random_set_to_high_progress_mean,1,always,20,"goal:5,long:1,long:6,spatial:1"
random20_high_class_mean_01,10,10136,0.0004613080440477,1.0,random_class_mean_set_failure_targeted,random_set_to_high_progress_mean,1,always,20,"goal:5,long:1,long:6,spatial:1"
random20_high_class_mean_01,11,2352,0.0026069909501023,1.0,random_class_mean_set_failure_targeted,random_set_to_high_progress_mean,1,always,20,"goal:5,long:1,long:6,spatial:1"
random20_high_class_mean_01,12,12355,0.0,1.0,random_class_mean_set_failure_targeted,random_set_to_high_progress_mean,1,always,20,"goal:5,long:1,long:6,spatial:1"
random20_high_class_mean_01,13,5812,0.0,1.0,random_class_mean_set_failure_targeted,random_set_to_high_progress_mean,1,always,20,"goal:5,long:1,long:6,spatial:1"
random20_high_class_mean_01,14,642,1.53717193951738e-05,1.0,random_class_mean_set_failure_targeted,random_set_to_high_progress_mean,1,always,20,"goal:5,long:1,long:6,spatial:1"
random20_high_class_mean_01,15,8011,0.0008840941286142,1.0,random_class_mean_set_failure_targeted,random_set_to_high_progress_mean,1,always,20,"goal:5,long:1,long:6,spatial:1"
random20_high_class_mean_01,16,15786,0.0,1.0,random_class_mean_set_failure_targeted,random_set_to_high_progress_mean,1,always,20,"goal:5,long:1,long:6,spatial:1"
random20_high_class_mean_01,17,12148,0.0001243073206873,1.0,random_class_mean_set_failure_targeted,random_set_to_high_progress_mean,1,always,20,"goal:5,long:1,long:6,spatial:1"
random20_high_class_mean_01,18,8807,6.77731518140599e-05,1.0,random_class_mean_set_failure_targeted,random_set_to_high_progress_mean,1,always,20,"goal:5,long:1,long:6,spatial:1"
random20_high_class_mean_01,19,6024,4.562092845372888e-05,1.0,random_class_mean_set_failure_targeted,random_set_to_high_progress_mean,1,always,20,"goal:5,long:1,long:6,spatial:1"
random20_high_class_mean_02,0,1328,0.0,1.0,random_class_mean_set_failure_targeted,random_set_to_high_progress_mean,1,always,20,"goal:5,long:1,long:6,spatial:1"
random20_high_class_mean_02,1,4615,0.0,1.0,random_class_mean_set_failure_targeted,random_set_to_high_progress_mean,1,always,20,"goal:5,long:1,long:6,spatial:1"
random20_high_class_mean_02,2,10710,0.0006925921705377,1.0,random_class_mean_set_failure_targeted,random_set_to_high_progress_mean,1,always,20,"goal:5,long:1,long:6,spatial:1"
random20_high_class_mean_02,3,13129,0.0,1.0,random_class_mean_set_failure_targeted,random_set_to_high_progress_mean,1,always,20,"goal:5,long:1,long:6,spatial:1"
random20_high_class_mean_02,4,6393,0.0003925174434873,1.0,random_class_mean_set_failure_targeted,random_set_to_high_progress_mean,1,always,20,"goal:5,long:1,long:6,spatial:1"
random20_high_class_mean_02,5,14658,0.0,1.0,random_class_mean_set_failure_targeted,random_set_to_high_progress_mean,1,always,20,"goal:5,long:1,long:6,spatial:1"
random20_high_class_mean_02,6,13502,0.0067198665546163,1.0,random_class_mean_set_failure_targeted,random_set_to_high_progress_mean,1,always,20,"goal:5,long:1,long:6,spatial:1"
random20_high_class_mean_02,7,3753,0.0057597014315944,1.0,random_class_mean_set_failure_targeted,random_set_to_high_progress_mean,1,always,20,"goal:5,long:1,long:6,spatial:1"
random20_high_class_mean_02,8,10136,0.0004613080440477,1.0,random_class_mean_set_failure_targeted,random_set_to_high_progress_mean,1,always,20,"goal:5,long:1,long:6,spatial:1"
random20_high_class_mean_02,9,2474,0.0007086014250582,1.0,random_class_mean_set_failure_targeted,random_set_to_high_progress_mean,1,always,20,"goal:5,long:1,long:6,spatial:1"
random20_high_class_mean_02,10,11337,0.0,1.0,random_class_mean_set_failure_targeted,random_set_to_high_progress_mean,1,always,20,"goal:5,long:1,long:6,spatial:1"
random20_high_class_mean_02,11,4998,6.040244457874652e-05,1.0,random_class_mean_set_failure_targeted,random_set_to_high_progress_mean,1,always,20,"goal:5,long:1,long:6,spatial:1"
random20_high_class_mean_02,12,12480,0.0,1.0,random_class_mean_set_failure_targeted,random_set_to_high_progress_mean,1,always,20,"goal:5,long:1,long:6,spatial:1"
random20_high_class_mean_02,13,13548,0.0002990685064684,1.0,random_class_mean_set_failure_targeted,random_set_to_high_progress_mean,1,always,20,"goal:5,long:1,long:6,spatial:1"
random20_high_class_mean_02,14,9046,0.0,1.0,random_class_mean_set_failure_targeted,random_set_to_high_progress_mean,1,always,20,"goal:5,long:1,long:6,spatial:1"
random20_high_class_mean_02,15,11075,0.0002220186160847,1.0,random_class_mean_set_failure_targeted,random_set_to_high_progress_mean,1,always,20,"goal:5,long:1,long:6,spatial:1"
random20_high_class_mean_02,16,7054,0.0004112820071292,1.0,random_class_mean_set_failure_targeted,random_set_to_high_progress_mean,1,always,20,"goal:5,long:1,long:6,spatial:1"
random20_high_class_mean_02,17,13719,0.0003426665997999,1.0,random_class_mean_set_failure_targeted,random_set_to_high_progress_mean,1,always,20,"goal:5,long:1,long:6,spatial:1"
random20_high_class_mean_02,18,15208,0.0003344438668778,1.0,random_class_mean_set_failure_targeted,random_set_to_high_progress_mean,1,always,20,"goal:5,long:1,long:6,spatial:1"
random20_high_class_mean_02,19,16296,4.540553147142459e-05,1.0,random_class_mean_set_failure_targeted,random_set_to_high_progress_mean,1,always,20,"goal:5,long:1,long:6,spatial:1"
